ASSESSID,commonname,stocklong,scientificname,Years,TB,SSB,TN,R,TC,TL,F,ER,REGION,EW
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,1996,309225,202961,,2.02E+11,,80012,0.3,0.258750101,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,1997,649194,94993,,3150000000,,102726,0.335,0.158236213,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,1998,349607,287570,,13400000000,,68953,0.296,0.197230033,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,1999,177520,120354,,40800000000,,32108,0.256,0.180869761,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2000,236062,73132,,10700000000,,52228,0.355,0.221246961,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2001,134520,80838,,1.07E+11,,56934,0.433,0.42323818,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2002,318847,39240,,6660000000,,35494,0.332,0.111319849,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2003,159762,116110,,64000000000,,55924,0.576,0.350045693,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2004,228285,45770,,26300000000,,71413,0.676,0.312823882,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2005,135432,55374,,50700000000,,41420,0.315,0.305836139,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2006,220979,53449,,31700000000,,35351,0.286,0.159974477,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2007,208715,91560,,80200000000,,5911,0.039,0.028320916,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2008,308837,87941,,18400000000,,13064,0.088,0.042300631,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2009,193851,128541,,1.26E+11,,10240,0.067,0.052824076,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2010,401504,94852,,11500000000,,30531,0.147,0.076041584,N Atlantic,E
SEELNSSA2,Sand lance,Sandeel North Sea Area 2,Ammodytes marinus,2011,,184604,,,,,,,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1983,212748,73212,,92800000000,,105946,0.465,0.49798823,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1984,303276,98284,,42600000000,,123635,0.498,0.407664965,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1985,256659,144227,,2.97E+11,,59083,0.274,0.230200383,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1986,777859,162984,,3.74E+11,,420341,0.997,0.540381997,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1987,1082840,283715,,83800000000,,403908,0.906,0.373008016,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1988,655548,395663,,3.07E+11,,391081,1.365,0.596571113,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1989,814245,132104,,1.05E+11,,481893,1.102,0.591828012,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1990,449784,209168,,2.13E+11,,219183,0.568,0.487307241,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1991,752755,216384,,90700000000,,368105,0.728,0.489010369,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1992,396339,196446,,2.34E+11,,195700,0.466,0.493769223,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1993,739822,209529,,2.21E+11,,263954,0.64,0.356780415,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1994,701169,257567,,1.79E+11,,444119,0.713,0.63339794,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1995,591643,204541,,1.35E+11,,218922,0.482,0.370023815,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1996,776379,351306,,8.95E+11,,247397,0.394,0.318654935,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1997,1661550,262786,,63400000000,,604159,0.938,0.363611688,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1998,595816,399834,,99000000000,,499333,0.94,0.838065779,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,1999,405745,186104,,1.27E+11,,223160,1.147,0.550000616,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2000,416370,108675,,87300000000,,242732,1.361,0.582971876,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2001,299116,85852,,95500000000,,245290,0.961,0.820049747,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2002,298045,67089,,18800000000,,209302,1.066,0.70224966,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2003,126557,77218,,47900000000,,58942,0.514,0.465734807,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2004,148769,38127,,16800000000,,79234,0.692,0.532597517,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2005,120188,75562,,36700000000,,29677,0.232,0.24692149,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2006,148729,56591,,1.03E+11,,18863,0.138,0.126827989,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2007,360019,82761,,60000000000,,113232,0.536,0.314516734,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2008,318333,133409,,94400000000,,94491,0.473,0.296830677,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2009,321592,86326,,72300000000,,33350,0.143,0.103702828,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2010,440423,260710,,4420000000,,78051,0.525,0.177218265,N Atlantic,E
SEELNSSA3,Sand lance,Sandeel North Sea Area 3,Ammodytes marinus,2011,,197580,,,,,,,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1973,,,,83800000000,,,,,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1974,2012000,1106000,,37700000000,,242000,0.314,0.12027833,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1975,1397000,819000,,2.01E+11,,201000,0.3524,0.143879742,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1976,2025000,635000,,41000000000,,195000,0.3589,0.096296296,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1977,1450000,916000,,16800000000,,181000,0.3279,0.124827586,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1978,968000,643000,,33900000000,,132000,0.3189,0.136363636,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1979,709000,388000,,22600000000,,77000,0.2409,0.108603667,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1980,530000,250000,,66900000000,,58000,0.267,0.109433962,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1981,674000,223000,,42700000000,,49000,0.1552,0.072700297,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1982,756000,282000,,1.53E+11,,49000,0.2557,0.064814815,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1983,1789000,423000,,54600000000,,37000,0.1226,0.020681945,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1984,1273000,593000,,41200000000,,53000,0.173,0.041633936,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1985,1041000,552000,,15300000000,,70000,0.1741,0.067243036,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1986,749000,505000,,34100000000,,76000,0.2231,0.101468625,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1987,778000,418000,,13600000000,,88000,0.2836,0.11311054,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1988,564000,378000,,40400000000,,80000,0.2511,0.141843972,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1989,832000,401000,,49300000000,,86000,0.2247,0.103365385,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1990,1087000,534000,,52900000000,,86000,0.1421,0.079116835,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1991,1287000,736000,,89000000000,,103000,0.1801,0.08003108,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1992,1819000,977000,,86600000000,,142000,0.208,0.078064871,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1993,2006000,1256000,,60800000000,,178000,0.1668,0.088733799,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1994,2034000,1301000,,2.40E+11,,289000,0.2712,0.142084562,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1995,2990000,1363000,,1.58E+11,,313000,0.3573,0.104682274,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1996,2769000,1728000,,54300000000,,441000,0.3117,0.159263272,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1997,2510000,1702000,,1.70E+11,,529000,0.4262,0.210756972,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1998,2316000,1269000,,52300000000,,471000,0.4289,0.203367876,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,1999,1903000,1299000,,1.01E+11,,421000,0.4097,0.221229637,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2000,2099000,1224000,,47200000000,,389000,0.3392,0.185326346,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2001,1696000,1110000,,52800000000,,342000,0.3118,0.201650943,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2002,1470000,880000,,1.09E+11,,343000,0.4028,0.233333333,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2003,1422000,742000,,2.10E+11,,308000,0.438,0.216596343,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2004,2001000,949000,,38800000000,,374000,0.5308,0.186906547,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2005,1688000,1156000,,71200000000,,405000,0.4985,0.23992891,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2006,1500000,945000,,1.06E+11,,352000,0.4138,0.234666667,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2007,1618000,845000,,61500000000,,388000,0.3907,0.239802225,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2008,1615000,944000,,1.60E+11,,381000,0.4265,0.235913313,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2009,1838000,854000,,56200000000,,407000,0.5317,0.221436344,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2010,1498000,891000,,76700000000,,342000,0.4081,0.228304406,N Atlantic,E
SPRAT22-32,Sprat,Sprat ICES Baltic Areas 22-32,Sprattus sprattus,2011,,722000,,,,,,,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1974,3205740,590355,,295931000,,379883,0.977,0.118500877,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1975,4989920,518830,,637949000,,607849,1.513,0.12181538,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1976,3170490,515133,,314845000,,701782,1.151,0.22134812,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1977,3042240,363312,,373635000,,335306,1.522,0.110216814,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1978,3595690,277897,,471681000,,489316,1.577,0.136084034,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1979,2481750,399520,,251840000,,484624,1.511,0.195275108,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1980,2186080,246161,,270293000,,483279,1.557,0.22107105,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1981,964612,157392,,98879000,,201840,1.344,0.209244753,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1982,560152,100752,,58064000,,127212,0.866,0.227102644,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1983,579348,71625,,69990000,,67486,1.658,0.116486119,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1984,345743,68242,,31021000,,68416,1.059,0.197881085,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1985,184419,42942,,16872000,,39458,1.446,0.213958432,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1986,1001400,18513,,152040000,,20659,1.075,0.020630118,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1987,927252,75470,,117848000,,42156,0.432,0.045463369,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1988,2637800,80360,,389712000,,86481,0.208,0.032785276,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1989,1267090,176813,,137621000,,63698,0.072,0.050271094,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1990,1135810,124670,,145641000,,89571,2.319,0.078860901,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1991,2062040,89576,,292181000,,84649,0.616,0.041051095,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1992,2274420,229060,,277499000,,153649,0.735,0.067555245,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1993,3023320,269314,,390060000,,234265,1.863,0.077486009,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1994,1902680,301043,,193592000,,398697,0.938,0.209544958,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1995,1184690,144308,,107915000,,416538,1.393,0.351600841,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1996,1514640,118159,,201867000,,83634,0.607,0.055217081,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1997,1812790,342415,,206679000,,90316,0.626,0.049821546,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1998,2259760,321635,,276951000,,161433,1.225,0.071438117,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,1999,2176410,211862,,264031000,,220736,0.598,0.101422067,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2000,1764060,293278,,192360000,,179540,0.758,0.101776584,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2001,1305030,192745,,145915000,,110442,1.535,0.08462794,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2002,1383240,78083,,174733000,,144265,1.413,0.104294989,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2003,1435690,187017,,173091000,,131255,0.952,0.091422939,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2004,2716580,85722,,373211000,,229197,1.699,0.084369685,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2005,1639510,380236,,139759000,,257645,0.771,0.157147562,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2006,1573090,213021,,178795000,,70750,0.825,0.044975176,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2007,1462920,141970,,166239000,,78730,1.27,0.053817023,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2008,2372150,222621,,320758000,,65598,0.634,0.027653395,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2009,2070910,379008,,219981000,,175282,0.459,0.084640086,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2010,2180220,310601,,246921000,,161814,0.496,0.074219116,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2011,1612320,355114,,214250000,,111200,0.536,0.068968939,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2012,1547070,294419,,120725000,,107070,0.365,0.069208245,N Atlantic,E
SPRATNS,Sprat,Sprat North Sea,Sprattus sprattus,2013,,217169,,166000000,,,,,N Atlantic,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1981,,411825.77,670506.17,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1982,,520106.22,2292236.85,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1983,,429787.65,557112.61,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1984,,558977.7,1058457.9,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1985,,591212.1,482741.42,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1986,,675365.57,282065.59,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1987,,160075.84,393716.32,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1988,,416146.22,851826.18,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1989,,42983.16,193872.87,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1990,,98134.15,240347.47,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1991,,131368.04,331156.59,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1992,,92276.93,102489.76,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1993,,37769.26,38983.16,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1994,,48302.66,56698.02,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1995,,179804.42,594143.98,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1996,,151490.66,261865.36,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1997,,545291.08,352430.96,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1998,,58686.52,71883.07,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,1999,,46056.91,311754.7,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2000,,97127.44,154578.31,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2001,,292202.02,389139.87,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2002,,95067.77,224820.84,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2003,,91125.05,180510.05,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2004,,205325.91,195895.29,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2005,,1359200.63,117862.6,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2006,,1185845.47,190403.04,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2007,,183803.71,212452.88,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2008,,129379.08,175467.13,,,,,,N Pacific,E
ANCHOVN,Northern Anchovy,N Anchovy E Pacific,Engraulis mordax,2009,,159370.3,590413.16,,,,,,N Pacific,E
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1975,473100,,,,31978,,0.05,0.067592475,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1976,439800,,,,43141,,0.08,0.098092315,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1977,481900,,,,51845,,0.09,0.107584561,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1978,460300,,,,42499,,0.06,0.092328916,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1979,569100,,,,39176,,0.05,0.068838517,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1980,561500,,,,46170,,0.05,0.08222618,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1981,655400,,,,90002,,0.11,0.137323772,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1982,742600,,,,81868,,0.09,0.110245085,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1983,987300,,,,80916,,0.06,0.081956852,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1984,994900,,,,89276,,0.07,0.089733642,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1985,911600,,,,70622,,0.07,0.077470382,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1986,807800,,,,73025,,0.07,0.090399851,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1987,721600,,,,60545,,0.08,0.083903825,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1988,690900,,,,61082,,0.07,0.088409321,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1989,676900,,,,56808,,0.08,0.08392377,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1990,665400,,,,46145,,0.07,0.069349264,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1991,633300,,,,40779,,0.06,0.064391284,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1992,623100,,,,41212,,0.06,0.066140266,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1993,527900,,,,37956,,0.07,0.071899981,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1994,454600,,,,67534,,0.07,0.148556973,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1995,349400,,,,35376,,0.07,0.101247853,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1996,250300,,,,30532,,0.12,0.121981622,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1997,177800,,,,32990,,0.17,0.185545557,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1998,118400,,,,32419,,0.24,0.273809122,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,1999,88708,,,,25686,,0.25,0.289556748,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2000,77078,,,,23919,,0.29,0.310322011,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2001,70632,,,,21567,,0.26,0.305343187,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2002,90972,,,,20753,,0.21,0.228125137,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2003,84352,,,,21981,,0.26,0.26058659,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2004,81623,,,,21600,,0.25,0.264631293,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2005,95502,,,,19402,,0.18,0.203158049,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2006,85180,,,,13588,,0.14,0.159521014,Mediterannean,
SARDAS,Sardine,Adriatic Sea Sardine,Sardina pichardus,2007,96794,,,,20115,,0.18,0.207812468,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1976,187000,,,,22281,,0.1,0.119149733,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1977,223500,,,,29465,,0.11,0.131834452,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1978,268200,,,,41536,,0.14,0.1548695,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1979,245600,,,,50140,,0.19,0.204153094,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1980,210100,,,,54201,,0.24,0.257977154,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1981,137500,,,,47038,,0.31,0.342094545,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1982,95690,,,,38016,,0.37,0.397282893,Mediterannean,
